well,eval_span,n_eval,floor,v2_base,v2_dz,v2_dz_g3s15,v2_dz_g3s25,v2_dz_g15s15,v2_spread2_dz,v2_spread8_dz,v2_N300_dz,seedens_best,beam_cons
d9ae59b2,13.420000000000073,3760,4.309065450094097,11.87070394248025,9.121596197473563,9.16346760074553,9.14762972379215,8.48797891128398,9.098283713707083,17.29881584209998,8.768366672078814,8.910877676038991,4.774770702972143
d9d6d94d,32.5,4862,9.53560929094573,5.163087323959782,12.280130298015656,8.345345064575461,7.189812217385073,8.834063997118221,12.022490038796425,7.343636367087121,12.254049818674547,9.35176058078528,9.185282907438152
d9eca87b,76.78000000000065,5790,20.612848394786223,6.376824369236662,20.44029009602225,19.84064736706317,19.80370696544773,24.522550766529722,19.80711928405788,20.102894172093098,20.523000366586146,21.17524528234135,21.776204240866107
da2d4d7c,11.969999999999345,2604,3.073192992470592,5.412738926844171,10.303895320470472,10.306291835889063,10.300160012763085,8.751727142178883,2.208820539907788,16.30465559720756,10.363872098780988,11.558661444735005,3.004157481488086
da3bfe4e,45.57999999999993,5188,29.062182655434494,25.841928215142598,4.700630741427727,4.591657152549094,5.130465676255126,5.22453046602813,5.075334248464808,4.745467185129974,5.393768163915425,4.886288868254114,30.88918366238394
da3cf798,18.30999999999949,5541,9.755499439783621,15.38598367174053,3.606607798910123,3.6286880487407753,6.950567652063668,6.974582835213024,6.976216171085609,3.6502884313698813,6.952531551188294,4.70018448904612,12.30921294173177
da940160,18.63000000000102,4958,10.292680770848744,27.784203072556632,20.08329844193692,20.090045904980304,21.083120343031204,20.518042947247366,14.53866018360499,5.4494045650002825,12.48320612912723,20.604447122949644,5.938034222161524
dafc88c3,20.73999999999978,5247,7.624023873446882,3.7582128100066727,2.4199963854714923,2.407457069651337,9.776738682937397,2.574648546096765,9.777783491649148,3.994150489396139,4.394781769060848,4.083622295754899,5.802067110267988
dbee6c86,18.590000000000146,6653,4.031780558471351,6.4627411848199205,4.158161190660635,4.382939214515537,4.088753343798862,4.179818396337925,4.0083698487299735,4.140359852460384,4.037771166466147,4.538930045377501,3.5881165176589724
dc5fbe29,28.889999999999418,4785,7.376255984650577,2.279522243011489,6.452349050230368,7.5594976175033155,7.512218415146916,5.774921617627548,5.80155249056009,7.456596668401541,7.501904467159034,6.410386044975448,7.073267814508085
dc7da28f,26.43000000000029,4871,12.171725412932668,6.263735956859943,24.126627675360762,9.184379090407644,9.177722547824914,9.181488698731151,9.199029379386047,9.19871086294832,22.417502645100548,17.980513921172914,9.035560230325522
dc7f9757,23.040000000000873,4528,16.439618950741146,3.6132005542725287,5.354247920855962,5.571486609786768,5.33822204050694,6.916649156953487,5.4715531181879475,5.443791341767911,5.351350149671125,5.226102362786265,12.999779477948007
dd168de0,14.840000000000146,3719,6.211379624355576,3.247333815080331,2.4142192312005184,2.5158458074020422,2.5610028779246066,2.4280096775472284,2.4879744034639657,2.610006447515089,2.3830584496325757,2.5052089273147127,9.810954698977689
dd64382d,16.649999999999636,3692,6.87830629253755,2.623023046017476,2.249457657815785,2.1412251725911093,2.4479910517212775,2.207602007100688,2.5362791241126823,11.924803923053783,2.0902548869622515,2.6477698634182643,4.804784592856135
dd6bc5b2,25.1200000000008,4208,7.888023221153072,12.628634153523278,22.28007719959472,12.5733562462186,12.421688873857622,12.409532147592891,14.838190073553628,12.499980276114702,12.464858522990848,11.462229976687448,7.482665889042118
dd7d638e,22.700000000000728,4414,6.228684041875937,5.281662175772349,3.2312079179677924,3.3067112660060154,3.2444186089428437,3.2500350641589995,3.1035005195468877,3.3191693927997714,3.356081012007734,3.2847782016635527,7.893240166512007
ddc790ff,15.159999999999854,4722,5.755611145388804,2.026810399876734,1.919060209140254,1.755764991882541,1.9104851968606642,1.9582767493285087,1.8608053136233593,1.8436349041525455,1.8957810732700844,1.8493389835083753,6.182655558442965
df71d1ff,38.399999999999636,5752,16.995853408527264,15.473251839079007,16.929571178066404,24.428287823199987,27.91811214120708,11.550379586670516,18.000251824218953,16.984633796365454,17.95312515360548,20.793377819319716,15.575913754040565
df73b8f3,45.51999999999862,5220,16.155722526831525,27.21040207086956,39.311878764458655,21.1446746554933,21.14992807782937,21.58396353327907,21.11601897563235,21.174470863220463,21.528601358585576,26.59836803297246,14.900068541718259
df8290be,38.69000000000051,4143,10.99951393721269,11.182403261572402,18.019156279523045,18.547593005226663,17.683600782416242,18.818420531466746,18.020071694327903,18.789968449231644,18.189610665413472,18.55023025306911,11.264441932008344
e0079ed1,22.23999999999978,3838,11.96612619578275,11.488516721805386,16.66994177705773,6.124413996796694,6.292895783992179,6.33292894900321,6.49842437386719,16.362576866095143,17.18486582900105,10.219466504466315,11.870414865877867
e03b45fd,75.76000000000022,5171,15.527740153412529,12.860835780573558,22.339419634620295,10.558132197092121,10.464397737128635,10.501281559914965,10.498483733730923,10.620990349909194,26.484693223731025,14.44292278399408,15.446159889989717
e0f36d98,29.209999999999127,4901,14.220715107753744,17.380190413124453,8.391068215734915,8.76804337539485,8.754469463956076,8.94963148881672,8.291158488740743,7.002749168108234,8.144613135738823,7.278577853021747,13.652036296531932
e149204f,16.710000000000946,5511,8.801059553548315,21.644137457159328,14.264439758403068,22.08513777856055,22.27656424456229,22.090975515767216,22.04260468455196,21.91739798458205,22.092488728761364,22.120256615366365,11.63382827429329
e14d641e,19.649999999999636,3634,5.777895810283945,6.402887256317754,5.791955141321125,4.204313135350591,4.214332765938964,3.7257954991140823,4.16698160558688,4.22024375591937,4.1836301970869165,3.7719087735680668,6.049740091389344
e161bd0c,31.389999999999418,3513,20.25887401473816,1.4958996776406441,34.89542482264698,34.824463067836504,34.66350483909191,38.56097212071445,39.500020616833375,35.05955664601053,39.07633467542563,38.24929379379922,17.606347598967563
e201fd6d,40.529999999998836,5046,16.398685905439823,29.693219507455613,24.10419380816329,26.233701934914215,17.61462389377658,23.56257745522372,23.60293919474098,26.109711464107633,20.93200719053237,24.00240654896261,15.086203694581135
e25f1537,30.7400000000016,3663,12.19237701834071,7.885809046183628,7.609199895105509,7.625088697725467,7.5606419953554065,7.741424347744361,11.863477381716402,7.568328849667642,7.584496900226222,7.371526271412477,10.070416268014231
e2fc7745,34.68000000000029,3900,12.959675147281429,7.748146627058765,7.666453590837347,7.124249883709113,7.052853165579367,6.978672206989968,4.145991553115638,7.184343703119044,7.226370545506021,7.246385953579697,11.29427991484468
e32da4ec,32.80999999999767,4488,11.985773159121726,22.572907399664746,4.077949225389395,4.01673447911191,4.02384731419372,5.897883572790303,4.019970903366431,6.024498129965541,7.397438885405081,4.226415732488036,12.217358575282622
e3b34f5b,30.230000000001382,5324,13.768518116867167,16.245740184827635,18.26795281008041,17.133208481409298,15.257245192989387,16.828464313095303,18.208271610152355,18.246159105869815,18.241996463046647,17.694446399660283,14.666054372735202
e45a2a62,47.960000000000946,4889,23.12834649333247,16.41050230642248,16.613684408414077,16.59175725768362,16.614515331309153,16.604038672500053,19.117114323622708,18.8817594064356,19.118409062046556,17.02008836149811,22.60415080479763
e46f4ef4,22.109999999998763,6519,5.35835832100691,16.17844595960608,20.915060215530975,20.851650664220447,21.02425324017285,17.605716569230843,11.291550605038363,16.251662939260704,17.4164505724033,19.361248547640734,5.4368387294874445
e4726608,23.590000000001965,4576,6.78773161525792,9.376197197266364,2.773692711509497,2.7216090290392176,2.7383918416188613,2.646428416645897,2.7508790223255817,2.793895970184362,2.438646854104602,2.60192608406971,8.259756582518339
e5864244,49.279999999998836,4407,23.5514646470381,16.008764159912637,3.556934605060499,4.905574922314317,4.292063437840453,4.200783676644474,3.3472565100855225,4.67488464283884,4.244879562826224,4.1388615302410905,20.286252509753474
e5c92e59,26.979999999999563,4327,7.552159559032677,10.239306864935758,10.372744718453324,6.139659257991072,10.30611204945101,6.153079336684487,6.117289068404999,6.213420327633648,9.844947481902183,7.3899046852634775,7.880080167033237
e5ff9fd2,21.709999999999127,3065,10.152297614409637,10.413497420584806,11.535402183204432,11.605291536500818,11.58920034011833,11.538248350371266,14.072065459944781,11.605769104380883,11.621285463553326,12.003747163621641,11.386500616106732
e6c55748,30.01000000000022,4350,10.368800592360422,8.945990699382222,17.211850844804584,5.323015289570655,1.2361754636317674,18.06181605346011,18.122402728462102,16.119884908018168,18.091748036572138,6.420110867166223,12.345226873237918
e730c32b,20.0,4722,11.599582042376761,14.995279152108404,33.23617654482658,15.935594475513177,16.016842869481987,15.857921199905233,15.562786602056448,16.0065440820419,15.962354818435596,15.764273874487865,12.522807502749593
e737965a,30.399999999999636,5617,17.175736752440105,11.212234867112773,26.08959452624193,24.892153505601158,26.068492110011427,7.972493586130127,7.938487768071378,26.040491154155074,30.922993817394396,26.33187651533302,14.362448004905268
e748dd88,19.399999999999636,4573,7.428222531984518,7.854813220182035,4.357043202020558,1.4633659969878334,3.964026314073347,4.456131155444668,4.4964942907468854,1.4184267832386495,1.3477950412974398,3.382897131009164,8.063981794595211
e7818f7a,24.399999999999636,4985,4.561749785259187,11.83299645868436,15.178008719693555,15.118166232478519,10.413391448097448,16.90323155275178,15.103694008731859,15.04330422839007,5.377118522454811,4.186322269385688,3.676702787848054
e7c36e81,23.43000000000029,4128,11.016871230979325,8.305150799707082,6.853696304107494,6.950993384248118,7.12019675285968,7.2185994816585595,6.799583472477025,6.829833666575209,7.152428366729084,7.132206555425143,9.642363217119808
e7d0c1de,17.070000000001528,4712,6.85952739373255,5.9135152787869,6.496989475450063,3.895895106474049,6.229074898013562,6.534346657976569,6.676956515847161,6.487321141569524,6.552395397514659,4.764370398841984,7.588726348563451
e85074c5,15.680000000000291,5282,4.067996005336134,5.700410234917558,8.616253470414575,8.645354284772983,8.627478667351353,6.683381739846363,3.218743314620324,8.649756905619004,8.43748101076394,8.629445292786913,6.0505486731786515
e97032ad,31.479999999999563,4127,24.862795075530304,26.79075386403497,30.525058410668187,30.618524051882165,30.570699371459824,30.574656975464002,30.577361515802146,30.613714940429443,30.581605044709693,30.356267821061255,23.97668569653846
e9949a23,48.68999999999869,4677,12.011110054543161,12.571270856677678,4.410469339326143,7.603240438990329,7.689011996464412,4.629025331956441,4.550805328047431,4.520139363841297,4.285058747419696,4.807673143692298,11.984785995597882
ea0b99b7,26.339999999998327,7985,6.346392185787769,17.520647596064325,6.850601406212731,15.747334310106428,6.456500972913803,6.463773643924682,13.685291820097365,25.118439724198307,5.068063235044632,8.641712431342729,6.878360341633064
ea3a0e38,30.469999999999345,8610,18.537811811214834,17.21487794886555,14.483627290344904,12.393454138296086,12.521390135321939,12.633505180164292,12.544430984055316,12.715989313069068,12.531608468224066,12.84940970329066,19.226854151959973
