well,n_eval,floor,pfx2,pfx2_proj,gs,spread_mean,spread_p90,end_spread,lw_shift
807f0298,4014,8.71834189088483,15.075861326202311,14.501055448999633,13.896449845463392,0.0013575961751305609,0.002897286952968044,0.00045981570374676884,7.772660103955333
81bf5923,4662,33.38954772814953,37.03460771603915,37.47539798491621,19.649512045196342,0.05727103043503608,0.15059767675492747,0.16213239482739714,4.4633746846110265
82fcf37c,5400,4.711401859476765,1.9816785222401954,2.046322294548455,13.491637927640962,0.00242803188298371,0.006620430640273616,8.987240873484402e-05,2.189617532876064
8478df29,4890,14.969073569790647,4.241760818187217,4.360629286617473,11.583179293165626,0.0005106150152264364,0.0006101939508980614,0.0005756309566545646,6.915616395834023
87aa3730,5324,7.729239710759898,3.7918906509588717,4.56934393279913,12.933939566120477,0.0021642674223133975,0.011601577550654892,0.0002122082283243403,0.7234420546134525
8995c945,5985,12.814088818456284,19.678451618928463,18.945124436030035,17.97369752649387,7.792734371956971e-09,2.6317029937120393e-08,4.01465913807812e-10,1.1157524150719276
89969c7a,4611,9.115629658844709,7.4090082421077685,7.769043948832033,11.815362563822934,0.045988682157027526,0.08686122754210805,0.0029311881717611317,1.4028525759582133
8ac2f237,4946,19.92401262684949,9.750053750117392,9.656605292647315,15.409160746464504,0.13127899368258963,0.3969128094803096,0.04210671415457777,1.0869217814649952
8bb9c1e6,4659,6.448780734028007,3.1664072336312783,2.9842372251009004,10.93519263268585,0.0009205025876785633,0.0011357249138617433,0.0011080192273357876,5.828298446657275
8c167025,5192,10.971324186743685,21.35458693773843,20.640201776496795,12.606434515862802,7.051031558598616e-05,0.00014122169422107946,3.5428981159767555e-05,14.272017463373247
8cc21f01,4238,6.078785676405249,11.606686584238295,11.515770702825517,13.692661897954343,0.43684370193102295,1.3697043459886176,0.23529032672161387,2.1967751137502938
8d5d46d7,5316,8.434430719233761,8.953199649136955,8.653482264227414,10.614919106527442,0.00029451115683113164,0.000777863896807391,0.0005517708607799509,0.5084152652932555
8d92cb49,3532,7.787321995515168,3.0224837054981077,2.911984451347943,14.27357390324215,5.3442489612241755e-05,0.00010140173686953846,1.6662470163542038e-05,0.2375644178481293
8f201368,5950,18.68167655055425,2.9395858166216278,2.858465898462429,14.403793197900248,1.204218789433257e-22,3.2255531166644884e-22,2.0990588754122424e-24,3.283742863604549
91abc4c7,5685,10.939608981193738,2.2083233744337925,2.6886968370039375,12.805658583707745,1.0435918976455294,5.749948911377804,0.7755526297988488,2.012919811142767
9298ad5b,4239,12.689831416255236,8.914608791701442,7.93097410203301,21.338412128594534,2.1750957247344687e-27,6.160776753100464e-27,5.68426181281137e-27,8.667280515287855
93f5d2e6,3775,19.59501716969914,7.616403624713167,7.776861357906834,10.0,0.0001206620665340746,8.256708885671727e-05,7.12838455876016e-07,3.134014327712412
95c8427f,5877,16.081296888956704,1.163987183276438,1.2264485695680538,15.142734159223167,0.008784845399074995,0.015872185986160355,0.025713264554933196,2.161085866867585
96936c22,3648,8.096357271580576,3.7582698144494784,3.052173613021742,11.5702041330354,0.102012560910215,0.3185277964441837,0.4715167800201673,6.635441166335218
96ae5806,8415,6.912864611437138,2.3501739578018324,2.3924684010965573,10.0,0.0001978464114440586,0.0006175248004605152,2.971112508215731e-05,0.23733886683798777
992c99e8,4920,13.799738348821819,15.616908251096051,15.425570927849389,13.979189185635091,2.9620630849001816e-14,5.465112313360201e-14,3.640988838867204e-14,8.532824482151149
995ff498,4473,8.494539931739004,11.638983275265431,11.393576564503881,10.0,1.566905552689731e-20,6.313038600542645e-20,2.052947675057543e-22,0.8279817926246794
999daf80,3970,4.525442970649942,6.798130607019392,6.327815256061866,19.420194639767757,0.19624294998319283,0.6257581113171272,0.0346001681083993,0.07819941786500582
9a6b0392,4235,7.446815916640801,9.945490128223332,9.753662907551357,10.0,0.10962038224375667,0.3460306121118057,0.2680335529533179,0.7891860491788992
